adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,new_id,keywords
False,,55000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",,8984,tt0109635,en,Disclosure,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.",11.812244,/1DcDAJ5vM5XKKONmTaadq5GHpfk.jpg,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Baltimore Pictures', 'id': 11407}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-12-09,214015089,123.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Sex Is Power.,Disclosure,False,5.9,217,222,"[{'id': 6021, 'name': 'employee'}, {'id': 6282, 'name': 'workplace'}, {'id': 10850, 'name': 'sexual harassment'}, {'id': 34038, 'name': 'intrigue'}]"
False,,0,"[{'id': 53, 'name': 'Thriller'}]",,61813,tt0112899,en,Dream Man,"Kris is a homicide cop with psychic abilities. She works to prove that the prime suspect in her latest case (the much younger husband of the millionaire victim) is innocent. But are her visions true, or planned by someone who knows what she can see?",0.155859,/tsgOkBKwz694XDRg3VfOSD7rq5e.jpg,"[{'name': 'Keystone Pictures', 'id': 15709}, {'name': 'Dream Man Productions Inc', 'id': 52095}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",1995-01-01,0,0.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Dream Man,False,2.5,1,223,"[{'id': 10629, 'name': 'vision'}, {'id': 14742, 'name': 'psychic'}]"
False,,45000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",,4954,tt0109676,en,Drop Zone,A team of skydiving crooks led by DEA-agent-turned-bad Ty Moncrief (Busey) specialize in landing on police roofs and breaking in so their evil computer nerd can steal undercover agents' files and sell them to drug lords. Federal Marshal Pete Nessip (Snipes) lost a brother to this crew and learns skydiving with the help of tough-but-lovable instructor Jessie Crossmann (Butler) so he can track them down.,9.579155,/bbveyfmq6pGrzKL0l4waeA2WHHp.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-12-08,0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Taking crime to new heights,Drop Zone,False,5.1,91,224,"[{'id': 949, 'name': 'terrorist'}, {'id': 3543, 'name': 'transport of prisoners'}, {'id': 3800, 'name': 'airplane'}, {'id': 4679, 'name': 'parachuting'}, {'id': 9937, 'name': 'suspense'}]"
False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",,62488,tt0112854,it,Destiny Turns on the Radio,"Johnny Destiny burns into Las Vegas in his hot Plymouth RoadRunner, stopping only to pick up a stranger stranded in the desert. But then, things aren't always as they seem. Anything can happen in that town of many possibilities...especially since there's been some weird electrical disturbances. As the stranger, fresh out of prison, tries to put his life back together--to recover his money from an old bank heist and the girl he lost in doing the job--something keeps interfering with his plans. Is it fate...or just Destiny?",0.710671,/kd04IvuW1wvgGoB2HxSuFVIU9rU.jpg,"[{'name': 'Savoy Pictures', 'id': 11308}, {'name': 'Rysher Entertainment', 'id': 11661}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-04-28,0,0.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Fate visits in ways you never expect,Destiny Turns on the Radio,False,5.3,9,225,"[{'id': 10051, 'name': 'heist'}, {'id': 160945, 'name': 'expectant father'}]"
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",,10531,tt0109579,en,Death and the Maiden,A political activist is convinced that her guest is a man who once tortured her for the government.,5.484156,/hlUXQ2aEuYDEE0ok7DORE4uffjl.jpg,"[{'name': 'Fine Line Features', 'id': 8}, {'name': 'Channel Four Films', 'id': 181}, {'name': 'Capitol Films', 'id': 826}, {'name': 'TF1 Films Production', 'id': 3823}, {'name': 'Canal+', 'id': 5358}, {'name': 'Flach Film', 'id': 8277}, {'name': ""Les Films de l'Astre"", 'id': 68141}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1994-05-04,0,103.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Prepare yourself for the moment of truth.,Death and the Maiden,False,7.1,92,226,"[{'id': 2587, 'name': 'married couple'}, {'id': 6460, 'name': 'chile'}, {'id': 9137, 'name': 'pinochet-regime'}, {'id': 9748, 'name': 'revenge'}, {'id': 13005, 'name': 'doctor'}, {'id': 13006, 'name': 'torture'}, {'id': 33740, 'name': 'humiliation'}]"
False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",,11929,tt0109642,en,Dolores Claiborne,"Dolores Claiborne was accused of killing her abusive husband twenty years ago, but the court's findings were inconclusive and she was allowed to walk free. Now she has been accused of killing her employer, Vera Donovan, and this time there is a witness who can place her at the scene of the crime. Things look bad for Dolores when her daughter Selena, a successful Manhattan magazine writer, returns to cover the story.",5.8025,/1jNxGYjeBN3AxjzOzgvspeRJnQi.jpg,"[{'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Columbia Pictures Corporation', 'id': 441}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-03-24,0,132.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Sometimes, an accident can be an unhappy woman's best friend.",Dolores Claiborne,False,7.1,183,227,"[{'id': 516, 'name': 'child abuse'}, {'id': 703, 'name': 'detective'}, {'id': 818, 'name': 'based on novel'}, {'id': 1010, 'name': 'bar'}, {'id': 2041, 'name': 'island'}, {'id': 2619, 'name': 'suspicion of murder'}, {'id': 9826, 'name': 'murder'}, {'id': 9937, 'name': 'suspense'}, {'id': 10041, 'name': 'dysfunctional family'}, {'id': 11925, 'name': 'domestic violence'}, {'id': 12193, 'name': 'reporter'}, {'id': 13097, 'name': 'maid'}, {'id': 18047, 'name': 'anger'}, {'id': 33457, 'name': 'alcoholic'}, {'id': 207819, 'name': 'accident'}, {'id': 212642, 'name': 'abusive father'}, {'id': 212643, 'name': 'abusive husband'}, {'id': 212644, 'name': 'anti-depressant'}, {'id': 212645, 'name': 'bangor-maine'}, {'id': 212646, 'name': 'bank account'}]"
False,"{'id': 96665, 'name': 'Dumb and Dumber Collection', 'poster_path': '/fdB86tl7SKIBWZzm0CbrYjOdE1K.jpg', 'backdrop_path': '/saUnj5K6buVafDfLfTozDH2eqdC.jpg'}",16000000,"[{'id': 35, 'name': 'Comedy'}]",,8467,tt0109686,en,Dumb and Dumber,"Lloyd and Harry are two men whose stupidity is really indescribable. When Mary, a beautiful woman, loses an important suitcase with money before she leaves for Aspen, the two friends (who have found the suitcase) decide to return it to her. After some ""adventures"" they finally get to Aspen where, using the lost money they live it up and fight for Mary's heart.",9.844558,/4LdpBXiCyGKkR8FGHgjKlphrfUc.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Motion Picture Corporation of America (MPCA)', 'id': 11061}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-12-16,247275374,107.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"What the one doesn't have, the other is missing.",Dumb and Dumber,False,6.5,1894,228,"[{'id': 1420, 'name': 'gas station'}, {'id': 2669, 'name': 'motel'}, {'id': 5303, 'name': 'utah'}, {'id': 6241, 'name': 'stupidity'}, {'id': 8126, 'name': 'pill'}, {'id': 9864, 'name': 'prank'}, {'id': 11333, 'name': 'cigar smoking'}, {'id': 14819, 'name': 'violence'}, {'id': 15009, 'name': 'criminal'}, {'id': 18326, 'name': 'fired from the job'}, {'id': 159574, 'name': 'clumsiness'}, {'id': 160962, 'name': 'stepmother stepdaughter relationship'}, {'id': 167310, 'name': 'sitting on a toilet'}, {'id': 167584, 'name': 'aspen colorado'}, {'id': 167591, 'name': 'parakeet'}, {'id': 167598, 'name': 'defecation'}, {'id': 167608, 'name': 'scooter'}, {'id': 167615, 'name': 'hotel suite'}, {'id': 167617, 'name': 'endangered species'}, {'id': 167619, 'name': 'foolish'}, {'id': 215404, 'name': 'laxative'}]"
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,10451,tt0111797,zh,飲食男女,"The film tells the story of a retired and widowed Chinese master chef Chu (Si Hung Lung) and his family living in modern day Taipei, Taiwan. At the start of the film, he lives with his three attractive daughters, all of whom are unattached. As the film progresses, each of the daughters encounters new men in their lives. When these new relationships blossom, the stereotypes are broken and the living situation within the family changes.. The film features several scenes displaying the techniques and artistry of gourmet Chinese cooking. Since the family members have difficulty expressing their love for each other, the intricate preparation of banquet quality dishes for their Sunday dinners is the surrogate for their familial feelings.",4.860016,/olhIWtIBFg6VWK59DEd4lAvgVgz.jpg,"[{'name': 'Ang Lee Productions', 'id': 5528}, {'name': 'Good Machine', 'id': 10565}, {'name': 'Central Motion Pictures', 'id': 25345}]","[{'iso_3166_1': 'TW', 'name': 'Taiwan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-08-03,7294403,123.0,"[{'iso_639_1': 'zh', 'name': '普通话'}]",Released,,Eat Drink Man Woman,False,7.5,76,229,"[{'id': 1918, 'name': 'cooking'}, {'id': 2875, 'name': 'sense of life'}, {'id': 5600, 'name': 'daughter'}, {'id': 13043, 'name': 'dating'}, {'id': 18035, 'name': 'family'}]"
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",,20156,tt0109759,en,Exotica,"In the upscale Toronto strip club Exotica, dancer Christina is visited nightly by the obsessive Francis, a depressed tax auditor. Her ex-boyfriend, the club's MC, Eric, still jealously pines for her even as he introduces her onstage, but Eric is having his own relationship problems with the club's owner, Zoe. Meanwhile Thomas, a mysterious pet-shop owner, is about to become unexpectedly involved in their lives. Gradually, connections between the traumatic pasts of these characters are revealed.",5.378467,/3pibvRQK3A1E8cyhX8IQPIAU2J8.jpg,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Alliance Entertainment', 'id': 10166}, {'name': 'Ego Film Arts', 'id': 12800}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",1994-09-24,0,103.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'he', 'name': 'עִבְרִית'}]",Released,"In a world of temptation, obsession is the deadliest desire.",Exotica,False,6.5,64,230,"[{'id': 1328, 'name': 'secret'}, {'id': 2334, 'name': 'nightclub'}, {'id': 2589, 'name': 'pet shop'}, {'id': 10183, 'name': 'independent film'}, {'id': 156455, 'name': 'unhappiness'}]"
False,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",,18395,tt0109758,en,Exit to Eden,"Elliot is going to the island of Eden to live out his submissive fantasies, but inadvertently photographs diamond smugglers at work. Smugglers, and detectives, follow him to the island, where they try to retrieve the film. Elliot begins falling in love with Lisa, the head mistress of the island, and Lisa must evaluate her feelings about Elliot and her own motivations.",4.322726,/dUtpplO9K03uYCA71Vqj9ZRkVyA.jpg,"[{'name': 'Savoy Pictures', 'id': 11308}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-10-14,6841570,113.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"To crack this case, these two cops will have to flash more than their badges.",Exit to Eden,False,4.3,28,231,"[{'id': 293, 'name': 'female nudity'}, {'id': 738, 'name': 'sexuality'}, {'id': 2041, 'name': 'island'}, {'id': 9673, 'name': 'love'}, {'id': 11869, 'name': 'mistress'}, {'id': 155271, 'name': 'kinky'}, {'id': 155336, 'name': 'smuggler'}, {'id': 158713, 'name': 'bdsm'}]"
False,,18000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",,522,tt0109707,en,Ed Wood,"The mostly true story of the legendary ""worst director of all time"", who, with the help of his strange friends, filmed countless B-movies without ever becoming famous or successful.",11.720358,/n8SrO3WbyuY2b6KazogqbQF348C.jpg,"[{'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-09-27,5887457,127.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"When it came to making bad movies, Ed Wood was the best.",Ed Wood,False,7.3,639,232,"[{'id': 30, 'name': 'individual'}, {'id': 444, 'name': 'taxi'}, {'id': 571, 'name': 'transsexuality'}, {'id': 663, 'name': 'fortune teller'}, {'id': 774, 'name': 'film business'}, {'id': 886, 'name': 'film making'}, {'id': 887, 'name': 'film producer'}, {'id': 1950, 'name': 'vororte'}, {'id': 2559, 'name': 'film maker'}, {'id': 2792, 'name': 'boxer'}, {'id': 2793, 'name': 'film director'}, {'id': 2794, 'name': 'oddball'}, {'id': 6562, 'name': 'celebrity'}, {'id': 10338, 'name': 'morphine'}, {'id': 10732, 'name': 'movie studio'}, {'id': 12670, 'name': 'los angeles'}, {'id': 18179, 'name': 'drug addict'}, {'id': 155167, 'name': 'cult director'}, {'id': 162687, 'name': 'theremin'}, {'id': 173594, 'name': 'handgun'}, {'id': 180193, 'name': 'trick or treating'}, {'id': 207716, 'name': 'actor'}, {'id': 232471, 'name': 'transvestite'}]"
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,397,tt0113117,en,French Kiss,French Kiss is director Kasdan’s best film since the Bodyguard. The plot involves a couple in love and one woman’s attempt to fly to Paris to get her lover back from a business trip and marry him. On the way she unknowingly smuggles something of value that has a petty thief chasing her across France as she chases after her future husband.,9.146544,/q5hXdMfxSwhuOmWmkTJmm5qVijc.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Working Title Films', 'id': 10163}, {'name': 'Prufrock Pictures', 'id': 34207}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-05-05,0,111.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,French Kiss,False,6.2,179,233,"[{'id': 90, 'name': 'paris'}, {'id': 822, 'name': 'airport'}, {'id': 930, 'name': 'in love with enemy'}, {'id': 2519, 'name': 'canadian'}, {'id': 2599, 'name': 'necklace'}, {'id': 4544, 'name': 'fear of flying'}, {'id': 5011, 'name': 'deal'}, {'id': 5334, 'name': 'vineyard'}, {'id': 6212, 'name': 'smuggling'}]"
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,10525,tt0113097,en,Forget Paris,"Mickey Gordon is a basketball referee who travels to France to bury his father. Ellen Andrews is an American living in Paris who works for the airline he flies on. They meet and fall in love, but their relationship goes through many difficult patches. The story is told in flashback by their friends at a restaurant waiting for them to arrive.",16.236745,/c2RwGHqWwvh7nmRKpdIyYUWMEvP.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Castle Rock Entertainment', 'id': 97}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-05-19,0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Forget Paris,False,6.1,38,234,"[{'id': 90, 'name': 'paris'}, {'id': 5720, 'name': 'dallas'}, {'id': 6496, 'name': 'basketball'}, {'id': 6711, 'name': 'crisis'}, {'id': 13072, 'name': 'falling in love'}, {'id': 177216, 'name': 'referee'}]"
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",,27985,tt0113028,en,Far from Home: The Adventures of Yellow Dog,"Teenager Angus adopts a stray dog and names him Yellow. Several days later, while travelling along the coast of British Columbia with Angus's father, John, the boy and dog become stranded when turbulent waters capsize their boat. Angus's parents relentlessly badger rescue teams. Angus, schooled by his father in wilderness survival skills, and assisted by the intelligent Yellow Dog, tries to attract rescuers.",2.657337,/bGSXHkITArICNipXJHdRZRFhmmA.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-01-13,0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Partners in survival. Friends for life.,Far from Home: The Adventures of Yellow Dog,False,5.6,27,235,"[{'id': 3593, 'name': 'wilderness'}, {'id': 158416, 'name': 'boy and dog'}]"
False,"{'id': 410261, 'name': 'A Goofy Movie Collection', 'poster_path': '/4AkuuP5ljZMsAhzVnpzIXPSmDoy.jpg', 'backdrop_path': '/yiLa63gIb7EGH9BbUWXHwI6PMmx.jpg'}",0,"[{'id': 10749, 'name': 'Romance'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",,15789,tt0113198,en,A Goofy Movie,"Though Goofy always means well, his amiable cluelessness and klutzy pratfalls regularly embarrass his awkward adolescent son, Max. When Max's lighthearted prank on his high-school principal finally gets his longtime crush, Roxanne, to notice him, he asks her on a date. Max's trouble at school convinces Goofy that he and the boy need to bond over a cross-country fishing trip like the one he took with his dad when he was Max's age, which throws a kink in his son's plans to impress Roxanne.",10.177977,/bycmMhO3iIoEDzP768sUjq2RV4T.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-04-07,35348597,78.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's the story of a father who couldn't be closer...to driving his son crazy.,A Goofy Movie,False,6.7,404,236,"[{'id': 494, 'name': 'father son relationship'}, {'id': 2032, 'name': 'pop singer'}, {'id': 4344, 'name': 'musical'}, {'id': 6562, 'name': 'celebrity'}, {'id': 7312, 'name': 'road trip'}, {'id': 14809, 'name': 'dead mother'}, {'id': 157303, 'name': 'first love'}, {'id': 166475, 'name': 'goofy'}]"
False,,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,27303,tt0113303,en,Hideaway,"Hatch Harrison, his wife, Lindsey, and their daughter, Regina, are enjoying a pleasant drive when a car crash leaves wife and daughter unharmed but kills Hatch. However, an ingenious doctor, Jonas Nyebern, manages to revive Hatch after two lifeless hours. But Hatch does not come back unchanged. He begins to suffer horrible visions of murder -- only to find out the visions are the sights of a serial killer.",8.182165,/cYWjgxgIJrak0BTemkij3gOCbMa.jpg,"[{'name': 'TriStar Pictures', 'id': 559}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-03-03,12201255,103.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,He was bought back from the dead... but he didn't come back alone.,Hideaway,False,5.0,24,237,"[{'id': 9937, 'name': 'suspense'}]"
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",,21183,tt0113089,en,Fluke,"Workaholic Thomas Johnson dies in an auto accident and comes back to life as a dog. Remembering some of who he was, he returns to his wife and son to protect them from the man who caused his accident. But, as time goes by, he remembers more of his life, and realizes he wasn't such a good husband and father.",4.953936,/k7BHqoTWJPpoSpfCzzUjAduuIbX.jpg,"[{'name': 'Metro-Goldwyn-Mayer', 'id': 21}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-06-02,0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Unleash your imagination... and come along on a magical journey. Follow him home.,Fluke,False,6.6,48,238,"[{'id': 494, 'name': 'father son relationship'}, {'id': 818, 'name': 'based on novel'}, {'id': 5484, 'name': 'reincarnation'}, {'id': 11478, 'name': 'talking dog'}, {'id': 13063, 'name': 'car accident'}, {'id': 15162, 'name': 'dog'}, {'id': 187844, 'name': 'flashback'}, {'id': 238687, 'name': 'dog movie'}]"
False,,0,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",,10954,tt0109771,fr,Farinelli,"Farinelli is a 1994 biopic film about the life and career of Italian opera singer Farinelli, considered one of the greatest castrato singers of all time.",8.935058,/i5h0ZjYobco5HRPaAU6QTlrMYw0.jpg,"[{'name': 'Italian International Film', 'id': 1429}, {'name': 'Stéphan Films', 'id': 2359}, {'name': 'MG', 'id': 37581}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",1994-12-07,0,111.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,Où s'arrête le pouvoir de sa voix?,Farinelli,False,5.9,20,239,"[{'id': 380, 'name': 'brother brother relationship'}, {'id': 2199, 'name': 'opera'}, {'id': 4001, 'name': 'eunuch'}, {'id': 5565, 'name': 'biography'}, {'id': 6384, 'name': 'dresden'}, {'id': 164920, 'name': 'opera singer'}]"
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",,47867,tt0113199,en,Gordy,A talking pig named Gordy becomes involved in a quest to save his family from the slaughterhouse.,0.398924,/eQEyTkUBXOvvTlScjLqoFgB0zsN.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-05-12,3992809,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The talking pig who made it big!,Gordy,False,3.0,4,240,"[{'id': 727, 'name': 'country music'}]"
False,,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",,43475,tt0113234,en,Gumby: The Movie,"The band is back together! Gumby reunites with The Clayboys to perform at a concert benefiting local farmers. But things take an unexpected turn when Gumby s dog, Lowbelly, reacts to the music by crying tears of real pearl! Fortune turns into disaster as Gumby s archenemies, the Blockheads, devise an elaborate scheme to dognap Lowbelly and harvest her pearls for themselves. When the Blockheads initial plan fails, they kidnap The Clayboys as well...and replace them with clones! The battle between Clayboys and clones is filled with trains and planes, knights and fights, thrills and spills. True to classic Gumby adventures, Gumby: The Movie takes viewers in and out of books, to Toyland, Camelot, outer space and beyond!",0.090452,/A4wc8SrcaKyfNKXA0g5Aydpk4Id.jpg,[],[],1995-12-01,0,77.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The original green hero!,Gumby: The Movie,False,5.0,2,241,[]
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",,72031,tt0109906,en,The Glass Shield,"J.J. is a rookie in the Sheriff's Department and the first black officer at that station. Racial tensions run high in the department as some of J.J.'s fellow officers resent his presence. His only real friend is the other new trooper, the first female officer to work there, who also suffers similar discrimination in the otherwise all-white-male work environment. When J.J. becomes increasingly aware of police corruption during the murder trial of Teddy Woods, whom he helped to arrest, he faces difficult decisions and puts himself into grave personal danger in the service of justice.",1.012197,/iXFMQhghwjUjlJazqOPD281xG4d.jpg,"[{'name': 'Miramax Films', 'id': 14}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'FR', 'name': 'France'}]",1994-09-16,0,109.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,In a world filled with violence... his only weapon is the truth!,The Glass Shield,False,5.4,9,242,[]
False,,700000,"[{'id': 99, 'name': 'Documentary'}]",,14275,tt0110057,en,Hoop Dreams,"This documentary follows two inner-city Chicago residents, Arthur Agee and William Gates, as they follow their dreams of becoming basketball superstars. Beginning at the start of their high school years, and ending almost 5 years later, as they start college, we watch the boys mature into men, still retaining their ""Hoop Dreams"".",9.47666,/7qHwh3mFJs7ldwzGSWsBLmgecfj.jpg,"[{'name': 'Fine Line Features', 'id': 8}, {'name': 'Kartemquin Films', 'id': 13042}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-09-12,7830611,171.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,An Extraordinary True Story.,Hoop Dreams,False,7.7,91,243,"[{'id': 520, 'name': 'chicago'}, {'id': 1483, 'name': 'sports team'}, {'id': 2394, 'name': 'ghetto'}, {'id': 2398, 'name': 'narration'}, {'id': 3616, 'name': 'college'}, {'id': 6075, 'name': 'sport'}, {'id': 6496, 'name': 'basketball'}, {'id': 8635, 'name': 'high school sports'}, {'id': 10183, 'name': 'independent film'}, {'id': 33905, 'name': 'inner city'}, {'id': 33910, 'name': 'high school student'}]"
False,,5000000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",http://www.miramax.com/movie/heavenly-creatures,1024,tt0110005,en,Heavenly Creatures,"Based on the true story of Juliet Hulme and Pauline Parker, two close friends who share a love of fantasy and literature, who conspire to kill Pauline's mother when she tries to end the girls' intense and obsessive relationship.",9.438042,/uvb86wVCIqD3Rlbr0GTNgWDF7Zo.jpg,"[{'name': 'WingNut Films', 'id': 11}, {'name': 'Miramax Films', 'id': 14}, {'name': 'New Zealand Film Commission', 'id': 294}, {'name': 'Fontana Productions', 'id': 2306}]","[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}]",1994-09-02,3049135,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,From a secret world no one could see... came a crime no one could believe.,Heavenly Creatures,False,6.9,299,244,"[{'id': 456, 'name': 'mother'}, {'id': 572, 'name': 'sex'}, {'id': 1328, 'name': 'secret'}, {'id': 1523, 'name': 'obsession'}, {'id': 2132, 'name': 'literature'}, {'id': 2483, 'name': 'nudity'}, {'id': 2486, 'name': 'fantasy'}, {'id': 2983, 'name': 'passion'}, {'id': 9673, 'name': 'love'}, {'id': 9713, 'name': 'friends'}, {'id': 9826, 'name': 'murder'}, {'id': 10183, 'name': 'independent film'}, {'id': 10768, 'name': 'lesbian'}, {'id': 10984, 'name': 'true'}, {'id': 14534, 'name': 'relationship'}]"
False,,10500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",,17207,tt0110066,en,Houseguest,"In hot water with the mob over an unpaid debt, a con man poses as a family friend in an affluent Pennsylvania suburb.",2.688562,/cdiHlZho11EEqD3aPanYe1rEYRB.jpg,"[{'name': 'Caravan Pictures', 'id': 175}, {'name': 'Hollywood Pictures', 'id': 915}]",[],1995-01-06,26325256,113.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Houseguest,False,6.0,17,245,[]
